desc,gpt4
cocaine,0.0
urine osmolality,0.05
polyvinyl alcohol,0.0
referral service,0.1
large unstained cells percentage,0.05
other therapeutic obstetrical procedures,0.0
mineral oil / petrolatum / phenylephrine,0.0
acute bronchospasm,0.0
pyruvate,0.05
povidone / tetrahydrozoline ophthalmic product,0.0
homelessness unspecified,0.0
carboxy tetrahydrocannabinol,0.05
cvx 10 ng/ml,0.0
"esophagectomy with esophagojejunostomy, by thoracotomy and by laparotomy",0.0
gemfibrozil 600 mg oral tablet,0.0
hyperbaric oxygen therapy without the use of mechanical ventilation,0.05
clindamycin po4 150mg/ml inj,0.0
intravenous injection of a cellular therapy product for allograft,0.05
median,0.0
sodium bicarbonate,0.0
"iron - ferinject, 100 mg/2 ml inj sol",0.0
cold agglutinin,0.0
factor 9 ev,0.0
Bovine serum albumin (BSA) IgE,0.0
"non-segmented le fort i maxillary osteotomy with setback or vertical displacement, via intraoral approach",0.0
naproxen / sumatriptan,0.0
chemotherapy sensitivity and pcr diagnosis plasmodium spp,0.0
removal of a subcutaneous central nervous system stimulation generator,0.1
Enterovirus A+B+C RNA,0.05
"cholesterol, pleural fluid",0.0
one touch suresoft lancing dev/gent,0.0
dasatinib,0.0
p.jiroveci qpcr,0.0
impaired skin #6- location,0.05
t°env=-t°ambient,0.0
"other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",0.05
hospital preparation: dexamethasone 4mg capsule,0.05
tympanoplasty,0.0
"ramipril+amlodipine 10 mg+5 mg (preminor), capsule",0.0
fluid viscosity,0.05
diphenhydramine hydrochloride 2.5 mg/ml oral solution [tusstat],0.1
