desc,gpt4
acute sinusitis,0.1
personal history of diseases of digestive system,0.1
adverse effects of antibacterials (not penicillins),0.05
cancer of prostate,0.0
irritable bowel syndrome,0.1
acetaminophen 325 mg oral tablet,0.25
1 ml morphine sulfate 2 mg/ml prefilled syringe,0.2
afluria 2011-2012 formula,0.0
ocean brand of sodium chloride,0.05
protonix,0.05
urine color,0.05
dok,0.0
estimated gfr (mdrd equation),0.1
blue top hold,0.0
levaquin,0.1
zolpidem tartrate 5 mg oral tablet,0.1
urea nitrogen,0.1
2 ml ondansetron 2 mg/ml injection,0.05
500 ml sodium chloride 9 mg/ml injection,0.05
afluria 2010-2011 formula,0.0
ondansetron 4 mg disintegrating oral tablet,0.05
light green top hold,0.0
mchc,0.1
red blood cells,0.1
mch,0.0
mcv,0.1
rdw,0.1
white blood cells,0.1
acetaminophen 500 mg / hydrocodone bitartrate 5 mg oral tablet,0.25
diphenhydramine hydrochloride 25 mg oral capsule,0.05
platelet count,0.2
fluarix 2008-2009 suspension for injection,0.0
urine appearance,0.05
ph,0.0
ketone,0.05
specific gravity,0.05
nitrite,0.0
blood,0.1
prochlorperazine 5mg/ml inj,0.0
gray top hold (plasma),0.1
aluminum hydroxide 40 mg/ml / magnesium hydroxide 40 mg/ml / simethicone 4 mg/ml oral suspension,0.0
"sennosides, usp 8.6 mg oral tablet",0.0
2 ml prochlorperazine 5 mg/ml injection,0.0
creatine kinase (ck),0.1
chloraseptic spray,0.05
green top hold (plasma),0.1
"heparin sodium, porcine 5000 unt/ml injectable solution",0.05
afluria 2012-2013 formula,0.0
rbc,0.1
wbc,0.1
yeast,0.0
epithelial cells,0.05
1000 ml glucose 50 mg/ml / potassium chloride 0.02 meq/ml / sodium chloride 4.5 mg/ml injection,0.0
potassium chloride 20 meq extended release oral tablet,0.0
1 ml morphine sulfate 5 mg/ml injection,0.2
lorazepam 0.5 mg oral tablet,0.1
delta d3,0.0
sedimentation rate,0.65
percocet,0.25
lidoderm,0.25
calcium carbonate 500 mg chewable tablet,0.1
vitamin b12,0.2
magnesium,0.1
1000 ml sodium chloride 4.5 mg/ml injection,0.1
200 actuat albuterol 0.09 mg/actuat metered dose inhaler,0.0
"calcium, total",0.1
acetaminophen 325 mg / oxycodone hydrochloride 5 mg oral tablet,0.4
dextromethorphan hydrobromide 2 mg/ml / guaifenesin 20 mg/ml oral solution,0.0
lipase,0.1
length of urine collection,0.05
phosphate,0.1
potassium,0.05
chloride,0.0
urine mucous,0.05
maalox plus,0.05
other postprocedural status,0.1
diphenhydramine hydrochloride 2.5 mg/ml oral solution,0.05
"other diagnostic procedures (interview, evaluation, consultation)",0.1
bicarbonate,0.05
anion gap,0.1
transitional epithelial cells,0.0
omeprazole 20 mg delayed release oral capsule,0.1
men-phor,0.0
unable to assess cognitive / perceptual,0.1
dextrose 50%,0.0
nitroquick,0.0
hypercholesterolemia,0.1
kay ciel,0.0
prot emoption j0-m6,0.0
buttock tendinitis - pelvic region and thigh,0.1
"bilateral radiography of the hand and/or wrist, in 1 view on a single frontal image",0.75
"bursitis, unspecified - leg",0.2
"actemra 200 mg/10 ml, solution for dilution for infusion, vial",0.9
bilateral foot radiography with 1 to 3 views per side,0.5
drug-induced osteoporosis - hand,0.25
drug-induced osteoporosis with pathological fracture - arm,0.25
bms protocol,0.0
grz- 127+,0.0
grz-127,0.0
grz+ 127+,0.0
grz+ 127-,0.0
"polyneuritis in diseases classified elsewhere of the musculoskeletal system and connective tissue (m00-m25$, m40-m96$)",0.5
"other specified osteoarthritis - hip, sacroiliac joints",0.0
"baricitinib - olumiant, 4 mg tablet",1.0
prot abira m1-3-12,0.0
bilateral knee radiography with 1 or 2 views per side,0.5
"methotrexate - nordimet, 20 mg injection pen",0.9
epicondylitis - arm,0.2
unilateral or bilateral ultrasound of several joints and their capsuloligamentous apparatus,0.75
"rituximab 500 mg (truxima), solution for dilution for infusion, vial 50 ml",0.8
anti-ccp antibody test,0.95
first metatarsophalangeal joint arthrodesis with resection of the heads of the lateral metatarsals,0.6
pdc2 fceri+,0.0
ttt / a-ige comm,0.1
basophil fcεri+,0.1
"methotrexate - nordimet, 15 mg injection pen",0.9
prot toci helper m0,0.9
prot abira baseline,0.9
"baricitinib - olumiant, 2 mg tablet",0.95
metatarsophalangeal joint replacement with prosthesis on one ray of the foot,0.75
typing,0.0
analysis/analyses,0.0
calcifediol,0.25
adverse effect: glucocorticoids and synthetic analogues,0.5
presence of orthopedic joint implants,0.4
"osteoporosis with pathological fracture, unspecified - ankle and foot",0.2
cyproheptadine,0.05
other disorders of liver,0.1
ketorolac,0.4
bromfenac,0.1
nepafenac,0.1
hydroxyurea,0.05
ketotifen,0.1
mometasone,0.1
azelastine,0.0
indomethacin 25 mg oral capsule,0.75
kerasal,0.1
fexofenadine,0.0
salicylic acid topical product,0.2
salicylic acid / sulfur,0.05
ketorolac ophthalmic product,0.05
1 ml ketorolac tromethamine 15 mg/ml injection,0.25
1 ml ketorolac tromethamine 30 mg/ml injection,0.4
beclomethasone dipropionate,0.05
aflibercept,0.0
gentamicin / prednisolone,0.25
primary angle-closure glaucoma,0.05
azelastine / fluticasone,0.0
neomycin / polymyxin b / prednisolone,0.2
nortriptyline,0.1
flunisolide,0.2
estrogens,0.2
ciprofloxacin / dexamethasone otic product,0.05
beclomethasone,0.1
"tixocortol pivalate, 1% nasal powder",0.05
formoterol / mometasone,0.0
ciprofloxacin / dexamethasone,0.1
nystatin / triamcinolone,0.1
fluticasone / umeclidinium / vilanterol,0.0
hydrocortisone / lidocaine,0.25
ciclesonide,0.1
fluticasone topical product,0.05
flunisolide nasal product,0.05
budesonide nasal product,0.1
beclomethasone nasal product,0.05
mometasone nasal product,0.05
azelastine / fluticasone nasal product,0.0
budesonide / formoterol / glycopyrronium,0.0
cytomegalovirus,0.1
fluticasone propionate 0.05 mg/actuat metered dose nasal spray,0.05
desloratadine,0.0
mometasone topical product,0.1
flovent,0.05
dexamethasone 2 mg oral tablet,0.6
dexamethasone phosphate 10 mg/ml injectable solution,0.75
fluticasone / vilanterol,0.05
hydrocortisone / neomycin / polymyxin b,0.1
fluticasone nasal product,0.1
hydrocortisone 10 mg/ml topical cream,0.2
betamethasone topical product,0.25
prednisolone acetate 10 mg/ml ophthalmic suspension,0.25
hydrocortisone 20 mg oral tablet,0.65
dexamethasone / neomycin / polymyxin b ophthalmic product,0.1
acetic anhydride,0.0
mog antibody disease,0.25
mycobacterium tuberculosis stimulated gamma interferon,0.05
mycobacterium tuberculosis stimulated gamma interferon release by cd4+ t-cells,0.05
ibandronate,0.1
gamma interferon background,0.1
"ld,isoenzymes",0.05
osteo/rheum medication authorization,0.85
consult / referral to infusion coordinator,0.25
"curad comfor .75x3"" mis medl",0.0
insulin syrg mis 0.5/31g,0.0
"pth, intact",0.05
c difficile toxin a & b reflex,0.0
legionella antigen det dfa,0.05
hydrocortisone_powder_10gm,0.2
antibody screen,0.25
"unspecified urethral stricture, male, overlapping sites",0.0
aspartate aminotransferase (ast) and alanine aminotransferase (alt),0.1
referral service,0.05
Synovial lining cells/100 cells,0.25
albuterol,0.0
kitchen in nursing home as the place of occurrence of the external cause,0.0
"microscopic colitis, unspecified",0.05
(note),0.85
lido-phenyl3%-0.25%nasalsp15ml,0.0
drug unknown,0.1
"norovirus rna, rt-pcr",0.0
doxepin_50mg/5ml_oral_soln,0.1
hospice,0.1
Monocytes+Macrophages/100 leukocytes,0.1
"1ml tb syrng 27gx1/2"" mis",0.05
genetic susceptibility to other disease,0.2
hsv herpes simplex virus culture w/rfx to typing,0.0
epi-shugarcaineophsoln4ml,0.0
flurazepam,0.05
dexamethasone_20mg/ns_55ml,0.7
lactase_3000_unit_tablet,0.0
niacin,0.01
family history of osteoporosis,0.1
folbee plus,0.1
"injection, interferon, gamma 1-b, 3 million units",0.2
vedolizumab,0.2
eculizumab,0.1
iron deficiency anemias,0.2
posttraumatic stress disorder,0.0
disorders of protein plasma/amino-acid transport and metabolism,0.1
disorders of magnesium metabolism,0.05
calcium phosphate,0.1
nontoxic nodular goiter,0.0
interpretation,0.0
alteplase,0.0
vitamin a,0.01
lymphoid leukemia,0.0
"lymphocyte immune globulin, anti-thymocyte globulin",0.1
disorders resulting from impaired renal function,0.1
cornea replaced by transplant,0.0
"cilazapril 2.5 mg teva, tablets",0.0
disorders of copper metabolism,0.05
cyst of the salivary gland,0.01
nephritis and nephropathy without mention of glomerulonephritis,0.05
alpha-1 globulin electrophoresis,0.1
teriflunomide,0.1
anti-mpo assay,0.25
prealbumin,0.05
hyposmolality and/or hyponatremia,0.1
anti-pr3 level measurement,0.85
congenital hypertrophic pyloric stenosis,0.0
"lymphocyte immune globulin, anti-thymocyte globulin, equine",0.1
abnormal results of function study of kidney,0.05
"iron deficiency anemias, unspecified or not due to blood loss",0.1
anemia during pregnancy,0.1
eus-fna biopsy,0.1
"fenoterol / ipratropium - bronchodual, 50 mcg/20 mcg/dose sol for inhalation",0.05
penetrating keratoplasty,0.05
benign neoplasm of thyroid glands,0.0
prostatitis,0.0
cladribine,0.1
siponimod,0.1
rabbit anti-human t-lymphocyte globulin,0.1
thymoglobulin,0.05
mycophenolic acid 360 mg delayed release oral tablet,0.25
ascorbic acid / ferrous fumarate / folic acid / liver stomach concentrate / vitamin b12,0.05
alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1,0.05
triamcinolone ophthalmic product,0.1
riboflavin,0.01
ascorbic acid / folic acid / iron carbonyl / vitamin b12,0.05
nephrocaps,0.0
alpha tocopherol / ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / docusate / ferrous fumarate / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12 / zinc oxide,0.05
ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / cupric oxide / docusate / folic acid / iron carbonyl / magnesium oxide / niacinamide / pyridoxine / riboflavin / thiamine / vitamin b12 / vitamin e / zinc oxide,0.05
ascorbic acid / ferrous fumarate,0.05
dexamethasone ophthalmic product,0.1
ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine,0.05
amniotic membrane transplant conjunctivokeratoplasty,0.0
betamethasone dipropionate / betamethasone sodium phosphate,0.75
corneal ulcer,0.05
ascorbic acid / ferrous sulfate / folic acid,0.05
ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12,0.05
"fluocortolone caproate+fluocortolone trimethylacetate+cinchocaine 0.0945%+0.0918%+0.5% (ultraproct), prescription only medicine, rectal, tube 30 g",0.1
ascorbic acid / d-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12,0.05
bacitracin / hydrocortisone / neomycin / polymyxin b,0.0
aloe polysaccharide / hydrocortisone / iodoquinol,0.1
calcium gluconate,0.1
ascorbic acid / copper gluconate / docosahexaenoate / eicosapentaenoate / lutein / vitamin e / zeaxanthin / zinc oxide,0.1
triamcinolone acetonide 0.001 mg/mg topical ointment,0.65
triamcinolone acetonide 1 mg/ml topical cream,0.25
nystatin / triamcinolone topical product,0.1
dexamethasone 1.5 mg oral tablet,0.75
dexamethasone 0.5 mg oral tablet,0.75
primary pulmonary hypertension,0.1
1000 ml sodium chloride 9 mg/ml injection,0.05
sodium chloride,0.01
thrombin time,0.05
csf pcr for meningitis,0.0
transcutaneous intrathecal injection session of anticancer drug,0.05
right heart catheterization and cardiac output measurement by transcutaneous venous approach,0.05
"supplement for the use of cinefluorography, in 35 mm during a conventional radiology examination",0.0
asphyxia and hypoxemia,0.0
"myeloid leukemia, acute",0.0
Erythrocyte morphology,0.1
wbc # bld manual,0.1
cardiogenic shock,0.05
posterior sclerotomy vitrectomy with transscleral retinal coagulation without tamponade,0.0
"continuous transcutaneous monitoring of blood partial pressure of oxygen [po2] and/or carbon dioxide [pco2] in the newborn, per 24 hours",0.0
glucose bld-scnc,0.05
myeloid leukemia,0.0
biopsy of the minor salivary glands,0.2
platelet # fld auto,0.05
ionized calcium,0.05
conclusion,0.0
anterior segmental mandibulectomy with immediate reconstruction by direct approach,0.05
"ascending thoracic aorta and horizontal aorta replacement with aortic valve replacement, without reimplantation of the coronary arteries, by thoracotomy with cpb",0.05
magnesium chloride,0.05
"immediate or delayed resuscitation of the newborn in life-threatening distress, involving any ventilation technique, with or without intubation, and associated procedures, with a report being made",0.0
csf pcr test,0.1
6-minute walk distance on flat ground with monitoring of oxygen saturation by transcutaneous measurement,0.1
pcr hsv/secretions,0.0
oliguria and anuria,0.05
hyperosmolality and/or hypernatremia,0.05
"manual ventilation of a newborn at birth, with a face mask, with intravenous administration of pharmacological agent and/or solution",0.0
erythrocyte mean corpuscular hemoglobin concentration,0.1
mchc bldco-mcnc,0.0
"bone marrow biopsy for myelogram in a territory, by percutaneous route",0.05
acetylcysteine,0.05
triamcinolone topical product,0.25
triamcinolone nasal product,0.1
bacitracin / hydrocortisone / neomycin / polymyxin b topical product,0.05
hydrocortisone / iodoquinol,0.2
ascorbic acid / polysaccharide iron complex,0.05
fluocinonide topical product,0.2
commentary,0.0
"lymphoid leukemia, acute",0.0
"qlaira, spc",0.05
macrobiopsy of the digestive tract wall during a diagnostic endoscopy,0.05
"viperfav, inj",0.2
"anti-ma1 antibody, right cerebrospinal fluid",0.1
ana test result,0.25
insulin lispro,0.0
"aceclofenac (cartex) 100 mg myl, tab",0.75
leflunomide as metabolite serum,0.85
"hydroxychloroquine - plaquenil, 200 mg tablet",0.85
ixekizumab,0.2
anti-infliximab antibodies,0.85
abnormal results of function study of thyroid,0.05
acute renal failure,0.1
cervicocephalic vessel remnography [cervicocerebral mr angiography],0.05
polycythemia vera,0.05
folate-deficiency anemia,0.05
acidosis,0.05
adverse effect: h2 histamine receptor inhibitor,0.1
crystal search,0.1
consult / referral to orthopedics,0.5
dexpanthenol / magnesium sulfate / manganese sulfate / niacinamide / pyridoxine / riboflavin / thiamine / vitamin b 12 / zinc sulfate,0.05
fluid crystals,0.1
scl-70 extractable nuclear igg,0.2
crystal pathology comment,0.1
hepatitis c virus ab signal/cutoff,0.0
Tumor necrosis factor.alpha,0.85
Interleukin 1 beta,0.65
choline salicylate,0.65
smith extractable nuclear igg,0.2
ribonucleoprotein extractable nuclear igg,0.25
glutamic acid + glutamine,0.05
temporary authorization for use,0.0
regorafenib,0.05
macroglobulinemia,0.1
adverse effect: therapeutic gases,0.05
"injection, mepolizumab, 1 mg",0.1
"water for injection (labo lavoisier), solution for injection preparation, bottle 250 ml",0.01
Porphobilinogen/Creatinine,0.05
"resistance to other antibiotics related to vancomycin, infection situation",0.05
"lidocaine/chlorhexidine - instillagel lido 2%, urethral gel",0.0
jo-1 extractable nuclear ab,0.85
Cells.CD138+Lambda+/100 cells,0.1
plasma cells/100 leukocytes,0.1
"efavirenz/emtricitabine/tenofovir d. (generic atripla) 600 mg/200 mg/245 mg, tab",0.0
"somatropin 12 mg (saizen), inj sol, cart 1.5 ml",0.05
celiac disease,0.05
glatiramer,0.1
calculus of kidney,0.0
40 ml methotrexate 25 mg/ml injection,1.0
"doxylamine+pyridoxine 10 mg+10 mg (cariban), gel lm",0.05
"sodium alginate+sodium bicarbonate+calcium carbonate 500 mg+267 mg+160 mg (gaviscon mint), chewable tablets",0.0
"ezetimibe+atorvastatin 10 mg+20 mg (reselip), tab",0.0
csf immunofixation,0.1
"rivastigmine 9.5 mg/24 h (exelon), transdermal patch adp bba",0.0
"urokinase 250,000 iu (therasolv), powder for solution for injection or for infusion",0.05
cefepime,0.0
encounter for palliative care,0.25
postinfectious arthropathy in diseases classified elsewhere - other joints,0.2
immunoglobulin m,0.1
Calcium/Creatinine,0.1
"etanercept - erelzi, 25 mg/0.5 ml sol inj syringe",1.0
"methotrexate - nordimet, 7.5 mg inj pen",1.0
anterior and posterior nasal packing,0.05
"celecoxib 200 mg (arrow lab), capsule",0.75
"adverse effect: vaccine or biological substance, unspecified",0.1
Cells.CD138+Kappa+/100 cells,0.1
"intrabronchial instillation of pharmacological agent for therapeutic purposes, by rigid tube bronchoscopy",0.0
chlamydia trachomatis+neisseria gonorrhoeae dna,0.05
"parenteral nutrition: oliclinomel n4-550, 1.5 l bag",0.05
Urate/Creatinine,0.1
"anti-ma2 antibody, right cerebrospinal fluid",0.1
csf albumin level test,0.1
anti-double-stranded dna,0.1
qualitative platelet defects,0.1
"tarka (verapamil 180mg/trandolapril 2mg) er, capsule",0.05
U1 small nuclear ribonucleoprotein Ab,0.25
alpha aminoadipate,0.0
Glycolate,0.05
self-poisoning by alcohol and exposure to alcohol - school and public place,0.0
cd180+,0.2
polys,0.05
localized adiposity,0.05
aldolase,0.1
cellcept,0.75
obesity,0.1
abnormal serum enzyme levels,0.3
anal and rectal conditions,0.05
nonspecific abnormal findings in stool contents,0.0
bethanechol,0.01
glucarpidase,0.0
sibutramine,0.0
polyethylene glycol 300,0.05
h. pylori,0.0
ranitidine,0.0
anca-associated,0.25
magaldrate,0.05
alosetron,0.0
or received,0.0
secondary malignant neoplasm,0.0
dyschromia and vitiligo,0.05
"dermatopolymyositis, unspecified without myopathy",0.05
vitamin b complex,0.05
exploratory laparotomy,0.0
cod liver oil,0.05
evolocumab,0.05
lubiprostone,0.05
thyroid (usp),0.05
immuno nc sheet,0.1
tryptase,0.05
panthenol,0.0
secondary malignant neoplasm of liver,0.0
megestrol,0.05
acetaminophen / chlorpheniramine / phenylephrine,0.05
liver transplant post-op long lab set,0.05
pegademase bovine,0.05
"follow-up examination, following completed treatment with high-risk medication, not elsewhere classified",0.65
problem solution,0.0
"protein, total, synovial fluid",0.85
"lenalidomide, 20 mg capsule",0.1
anti-nmda receptor,0.1
right lcr a-amphip d,0.05
plasma fatty acids and rbc,0.05
adverse effect: other topical products acting on the skin and mucous membranes,0.1
unilateral or bilateral transcutaneous ultrasound of the kidney and lumbar region,0.05
vitamin c deficiencies,0.05
abnormal mast cell count,0.1
mucopolysaccharidosis protocol,0.05
anti-caspr2 antibody,0.2
FLT3 gene.p.Asp835+Ile836 mutations,0.05
flt3 p.d835+i836 bld/t ql,0.0
ngs prof.molec.compl,0.1
anti-lgi1 encephalitis,0.05
anti-p2y12 treatment,0.1
"obliteration of a saccular intracranial arterial aneurysm outside of an acute hemorrhagic period, by transcutaneous arterial route",0.0
jak2 gene exon 12 targeted mutation analysis,0.1
"cutaneous t-cell lymphoma, unspecified",0.0
anti-ampa receptor,0.1
ana extended immunology panel,0.25
anti gpia/iia,0.2
CALR gene exon 9 full mutation analysis,0.1
lumbar puncture,0.05
anti-hla class i,0.2
extracorporeal photochemotherapy of mononuclear blood cells by closed technique session,0.2
ldl cholesterol,0.05
"muscle biopsy, percutaneous",0.1
Heparin Ab,0.1
"t(9;22)(q34.1;q11)(abl1,bcr) fusion transcript",0.0
context,0.95
adverse effect: oxazolidinediones,0.1
NPM1 gene targeted mutation analysis,0.05
intra-arterial coronary ultrasound and/or doppler ultrasound during a percutaneous vascular procedure,0.0
placement of a bowel bag in a newborn at birth,0.0
"other specified diseases of skin and subcutaneous tissue, neoplastic disorders",0.05
adverse effect: oral contraceptives,0.05
"indocyanine green angiography of the posterior segment of the eye, by transcutaneous intravenous injection",0.05
resistance to antineoplastic drugs,0.0
carditis,0.25
mesna,0.05
leucovorin,0.1
epistaxis or throat hemorrhage,0.0
nitisinone,0.0
thioctic acid,0.05
hcv genotype (hybrid),0.0
primary biliary cirrhosis,0.05
"poisoning by other chemicals, unspecified - undetermined intent - home",0.0
contact dermatitis and other eczema due to plants [except food],0.0
failure to administer a necessary medication or biological substance,0.25
"indomethacin - indo-paed, 25 mg/5 ml oral suspension",0.75
cranio-orbital fracture osteosynthesis,0.0
adverse effect: other specified vaccines and biological substances,0.1
"adverse effect: vitamins, nec",0.05
"midfoot or forefoot amputation or disarticulation, with hindfoot stabilization",0.1
"flubendazole - fluvermal, 2% oral suspension",0.0
"conjunctival disinsertion at the limbus [peritomy], without autograft",0.05
"pediaven g20, 880 kcal/1,000 ml ap-hp, solution for infusion, dual-chamber biofine bag",0.0
"self-poisoning by narcotics, psychodysleptics nec - collective institution",0.0
"adalimumab - humira, 80 mg/0.8 ml inj syr",1.0
removal of an implanted infusion system and intraventricular or intracystic cerebral catheter,0.0
Leucine-rich glioma-inactivated protein 1 IgG,0.1
"intraluminal dilation of a branch of the internal carotid artery with placement of an endoprosthesis, via transcutaneous arterial route",0.0
transcutaneous ultrasound of the digestive tract and/or peritoneum,0.05
acquired neonatal hydrocephalus,0.0
cerebral lipofuscinosis neuronal,0.0
"lengthening and/or transfer of several tendons with capsulotomy for the correction of a deformed knee attitude, through direct approach",0.25
"poisoning by psychotropic substances, unspecified - school and public place",0.0
"olimel n7e 2,270 kcal/2,000 ml, emuls for infusion, tri-compartment bag",0.0
cholesterol hdl,0.05
anti-gad65 antibody test,0.1
diaper or napkin rash,0.0
interposition or apposition of a thoracic or abdominal muscle flap on a mediastinal organ during an intrathoracic procedure.,0.05
"placement of a covered stent in a digestive artery, via transcutaneous arterial route",0.0
exposure to other specified factors - home,0.05
control or surveillance ultrasound of fetal or maternal pregnancy pathology during a multifetal pregnancy,0.0
"mobilizing liberation of the tibiotalar joint and/or tibiotalar synovectomy, by arthrotomy",0.65
unilateral or bilateral radiography of the temporomandibular joint,0.2
debridement of the distal femoral and/or proximal tibial epiphyses in the presence of active growth cartilage with direct approach filling,0.1
diving into water - traumatic injury other than drowning - school and public place,0.0
drowning and submersion in a swimming pool - other specified places,0.0
transthoracic doppler ultrasound of the superior vena cava and its tributaries in children,0.0
"fenticonazole 2% (lomexin), cream, tube 30 g",0.0
"hepatitis a vaccine - havrix, 1,440 u/1 ml single-dose vial injection",0.0
"liraglutide 6 mg/ml (saxenda), inj sol, pen 3 ml",0.0
"mental and behavioral disorders due to acute intoxication: volatile solvents, delirium",0.0
"intrarenal fragmentation of lower caliceal calculus with shock waves or laser [intrarenal lithotripsy], by ureteronephroscopy",0.0
"intrarenal stone fragmentation with shock waves or laser [intrarenal lithotripsy], by ureteronephroscopy",0.0
lumbar ureteral stone ablation and/or fragmentation by retrograde ureteroscopy,0.0
iliac ureter stone removal and/or fragmentation by retrograde ureteroscopy,0.0
"levothyroxine 100 mcg (tcaps), caps",0.0
"dutasteride+tamsulosin 0.5 mg+0.4 mg (arrow lab), capsule",0.0
"glatiramer 40 mg (copaxone), inj sol, syr 1 ml",0.1
"colecalciferol 50,000 iu (uvedose), caps",0.1
"tolvaptan - samsca, 7.5 mg tablet (for patients currently under treatment – no treatment initiation)",0.1
"tranexamic acid, 0.5 g/5 ml injection",0.05
mental-behavioral disorders: sedatives-hypnotics - other disorders,0.05
"supraselective intraluminal dilation of the renal artery without stent placement, by percutaneous arterial route",0.0
"talmanco - tadalafil, 20 mg tablet",0.1
"fluorouracil 5% (efudix), cream, tube 40 g",0.05
chronic pulmonary heart disease,0.05
"saccharomyces cerevisiae yeast+calcium 30 mg+500 mg (calciforte 500 mg), oral sol, amp 10 ml",0.0
"t(15;17)(q24.1;q21.1)(PML,RARA) fusion transcript/control transcript",0.0
"t(15;17)(pml,rara)/control mar",0.0
monitoring of pml-rara residual disease,0.0
self-poisoning by other gases and vapors,0.0
hemolytic-uremic syndrome,0.05
dilation of an ileal stenosis by ileoscopy,0.05
reconstruction of the knee extensor apparatus by osteotendinous autograft harvested from the ipsilateral knee,0.2
"sclerosis of intra-abdominal tumor by intraleisonal injection of pharmacological agent, percutaneously with ct guidance",0.0
transrectal ultrasound of the bladder and prostate,0.0
"anterior knee synovectomy by arthroscopy with posterior synovectomy by arthrotomy, without change of position",0.25
"enalapril+lercanidipine 20 mg+20 mg (eg lab), tablets",0.05
"supplement for the performance of a radiological examination by a mountain doctor during the diagnostic and therapeutic management of a traumatic bone and joint, musculotendinous, or soft tissue injury at the same time.",0.1
"levothyroxine 63 mcg (l-thyroxine henning lab), scored tab",0.0
p2y12 reaction unit (pru),0.05
"hemodynamic support by intra-aortic balloon counterpulsation device, per 24 hours",0.0
transesophageal echocardiography and doppler of the heart and intrathoracic vessels at the patient's bedside,0.05
"hemodynamic support by mechanical ventricular circulatory assistance, per 24 hours",0.05
"pediaven newborn 1, 115 kcal/250 ml ap-hp, solution for infusion, bi-compartment biofine bag",0.0
ct scan of the abdomen or pelvis with intravenous contrast injection,0.05
"ct scan of the skull, its contents, and the chest, with intravenous contrast agent injection",0.05
manual spinal manipulation session,0.2
"endocardial and myocardial biopsy, by percutaneous vascular route",0.05
exchange transfusion in the newborn,0.0
azathioprine 50 mg oral tablet,0.75
"synov.cell count,diff&crystals",0.75
or sent,0.85
"total nucleated cells, joint",0.65
"risankizumab - skyrizi, 150 mg/1 ml inj pen",0.25
juvenile arthritis in psoriasis (l405$) - other joints,0.25
leucovorin 100 mg injection,0.1
cimetidine,0.0
consult / referral to gastroenterology,0.05
*rbp sg,0.0
heartburn,0.0
Fasciola hepatica Ab,0.0
cervicocranial/cervicobrachial syndrome,0.1
guar gum,0.05
melanocyte transfer autograft,0.05
iothalamate,0.0
propranolol,0.05
pt admitted from office,0.0
cyclosporin,0.75
reflux esophagitis,0.0
legal guardian,0.0
danazol,0.1
Taenia solium larva IgG,0.0
albendazole,0.0
edrophonium,0.05
fluvastatin,0.0
pyridoxine,0.05
ssa titration,0.1
thyroid stimulating hormone,0.05
argatroban,0.1
methocarbamol,0.1
special coag interp (group:sclint),0.05
various dosages,0.1
Echinococcus sp IgG,0.05
"miscellaneous, pleural",0.05
nepro,0.0
one touch ultramini meter,0.05
hydrocortisone / pramoxine,0.1
other and unspecified disorders of back,0.1
unlisted medication,0.2
fibrotest score,0.05
human relations area files,0.0
silver nitrate,0.05
orphenadrine citrate,0.1
organic or persistent insomnia,0.1
nizatidine,0.0
abdominal - (gi / hepatic / renal),0.05
ana mitosis,0.05
atheroembolism,0.1
ssa52/60 titration,0.1
"insulin isophane, beef",0.0
filaria igg4,0.05
disorders of coccyx,0.05
histamine assay,0.1
esomeprazole,0.0
hydrochlorothiazide / losartan,0.1
candida sp iga,0.05
candida sp igm,0.05
defibrotide,0.05
helicobacter pylori igg,0.05
discharge orders,0.1
orphenadrine,0.1
fingerstick glucose,0.05
rapamycin,0.1
polyethylene glycol 3350,0.0
l114,0.1
candida sp igg,0.05
cranberry preparation,0.0
immuknow (trademark) interpretation,0.1
helicobacter pylori ab,0.05
diseases of hair and hair follicles,0.0
"eductyl, adult suppository",0.1
tryptase level test,0.1
"creatinine, ascites",0.05
apple,0.0
lupus anticoagulant two screening tests w reflex,0.1
mitochondria m2 igg,0.1
ionized potassium concentration,0.05
clostridium comment central,0.0
microorganism identification,0.05
other intestinal obstruction,0.05
"guselkumab - tremfya, 100 mg/1 ml inj sol syr",0.2
measurement of plasma radioisotope clearance,0.05
consult / referral to falk pharmacy care clinic,0.1
pemetrexed,0.05
hydroxychloroquine sulfate 200 mg oral tablet,0.85
"cytology, endoscopic brushings",0.05
liver donors,0.0
antibody screen gel,0.1
mycophenolic acid battery,0.1
"cytology, endo washings",0.05
"mycophenolic acid, plasma",0.2
phytohemagglutinin stimulated,0.1
immunosuppressants,0.85
renal transplant post-op short lab set,0.05
lactated ringer's,0.0
tacro t 2,0.1
respiratory disorders in other diffuse diseases of connective tissue,0.65
"transplanted organ and tissue status, unspecified",0.05
chemistry studies,0.1
pilonidal cyst,0.0
pentasa,0.1
e. coli,0.0
hepatitis c virus ab,0.05
pramoxine,0.05
ph temp adj bldc,0.0
partial pressure of carbon dioxide in tissues,0.05
5 ml lidocaine hydrochloride 20 mg/ml prefilled syringe,0.1
dibucaine,0.05
cysteamine,0.05
heparin,0.1
magnesium sulfate,0.05
"heparin, porcine",0.05
